ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
1152,Maharashtra,Pune,Locality C,Villa,4,1355,100.92,7447.85,2013,Unfurnished,4,17,12,5,4,2,0,None,Pool,West,Individual,Ready to Move
1153,Tamil Nadu,Chennai,Locality A,Independent House,3,1122,68.26,6084.07,2002,Unfurnished,3,15,23,7,3,4,2,CCTV,Gym,North,Builder,Ready to Move
1154,Maharashtra,Pune,Locality B,Independent House,1,693,65.32,9424.98,1998,Unfurnished,10,23,27,4,2,3,0,CCTV,None,South,Individual,Under Construction
1155,Telangana,Hyderabad,Locality B,Villa,4,2655,186.79,7035.5,2003,Semi-Furnished,12,12,22,5,6,3,1,CCTV,None,West,Builder,Under Construction
1156,Maharashtra,Mumbai,Locality A,Apartment,1,1351,118.68,8784.24,2018,Unfurnished,2,18,7,7,1,3,1,Gated,Gym,North,Agent,Ready to Move
1157,Tamil Nadu,Chennai,Locality B,Villa,5,3696,236.03,6386.09,1998,Semi-Furnished,4,12,27,2,8,4,2,CCTV,None,South,Individual,Under Construction
1158,Tamil Nadu,Chennai,Locality A,Independent House,2,3747,205.42,5482.13,2009,Semi-Furnished,3,10,16,1,2,4,0,Gated,Clubhouse,East,Individual,Under Construction
1159,Maharashtra,Pune,Locality A,Apartment,5,523,50.04,9568.79,2018,Semi-Furnished,3,17,7,4,8,2,0,None,Clubhouse,West,Builder,Under Construction
1160,Delhi,New Delhi,Locality A,Villa,1,3204,177.43,5537.88,2009,Fully-Furnished,16,7,16,2,9,1,0,None,Gym,North,Agent,Under Construction
1161,Karnataka,Mysore,Locality A,Independent House,2,953,39.52,4146.98,2002,Unfurnished,3,22,23,6,5,3,2,CCTV,Pool,West,Builder,Under Construction
1162,Karnataka,Mysore,Locality C,Apartment,1,2767,202.91,7333.04,2010,Semi-Furnished,16,6,15,2,2,2,0,None,None,South,Builder,Ready to Move
1163,Telangana,Hyderabad,Locality B,Apartment,2,3082,281.5,9133.75,2011,Semi-Furnished,17,9,14,6,5,4,1,Guard,Gym,North,Individual,Ready to Move
1164,Tamil Nadu,Coimbatore,Locality B,Villa,5,3954,334.71,8465.12,2010,Semi-Furnished,10,7,15,3,9,3,1,Gated,Clubhouse,North,Individual,Ready to Move
1165,Delhi,New Delhi,Locality C,Villa,1,2263,220.87,9760.2,2020,Fully-Furnished,15,15,5,4,2,2,0,CCTV,Pool,West,Builder,Ready to Move
1166,Delhi,New Delhi,Locality A,Apartment,1,1569,99.61,6348.62,2014,Semi-Furnished,13,17,11,6,1,4,0,Guard,Pool,East,Builder,Under Construction
1167,Karnataka,Mysore,Locality B,Villa,1,811,64.21,7917.45,1992,Fully-Furnished,16,11,33,2,6,3,0,None,None,West,Individual,Under Construction
1168,Telangana,Hyderabad,Locality B,Apartment,2,2309,146.47,6343.37,2018,Unfurnished,7,12,7,2,3,1,2,Guard,Clubhouse,East,Agent,Ready to Move
1169,Telangana,Hyderabad,Locality A,Apartment,4,3498,348.93,9975.18,2007,Fully-Furnished,10,22,18,6,9,4,0,None,None,North,Individual,Under Construction
1170,Karnataka,Mysore,Locality B,Independent House,1,1584,128.8,8131.07,2020,Fully-Furnished,19,16,5,3,2,2,2,CCTV,None,South,Agent,Under Construction
1171,Tamil Nadu,Chennai,Locality B,Apartment,1,1838,159.37,8670.81,1999,Unfurnished,5,20,26,4,9,4,2,Guard,Gym,North,Individual,Under Construction
1172,Tamil Nadu,Coimbatore,Locality C,Apartment,4,659,37.48,5688.03,2015,Unfurnished,3,20,10,8,6,3,2,Guard,None,North,Agent,Under Construction
1173,Maharashtra,Mumbai,Locality B,Apartment,5,2576,153.78,5969.87,2014,Unfurnished,17,20,11,8,3,4,0,None,None,North,Individual,Ready to Move
1174,Delhi,New Delhi,Locality B,Villa,4,3315,233.38,7040.27,1990,Fully-Furnished,10,23,35,4,8,4,0,Gated,None,North,Individual,Under Construction
1175,Delhi,New Delhi,Locality A,Villa,3,2898,190.96,6589.33,2003,Unfurnished,3,19,22,7,8,1,2,None,None,South,Builder,Under Construction
1176,Maharashtra,Mumbai,Locality B,Independent House,3,1811,168.87,9324.44,2007,Fully-Furnished,19,9,18,9,2,3,0,CCTV,Gym,East,Builder,Under Construction
1177,Maharashtra,Pune,Locality B,Villa,4,1591,94.84,5960.92,2016,Unfurnished,8,5,9,9,2,1,1,CCTV,Pool,North,Individual,Under Construction
1178,Telangana,Hyderabad,Locality B,Apartment,2,2543,139.79,5496.9,2001,Unfurnished,3,6,24,6,3,4,1,None,Pool,East,Individual,Under Construction
1179,Karnataka,Bangalore,Locality A,Independent House,1,2672,150.85,5645.68,2022,Unfurnished,14,15,3,9,4,2,0,Gated,None,East,Builder,Ready to Move
1180,Telangana,Hyderabad,Locality B,Independent House,2,876,67.12,7662.17,2010,Semi-Furnished,4,20,15,3,3,4,0,None,Pool,South,Individual,Ready to Move
1181,Tamil Nadu,Chennai,Locality B,Villa,1,1131,67.29,5949.32,2006,Fully-Furnished,3,6,19,8,6,1,1,None,Pool,South,Agent,Under Construction
1182,Maharashtra,Pune,Locality C,Villa,4,2394,198.39,8286.98,2017,Semi-Furnished,15,5,8,4,4,2,0,Gated,Gym,West,Builder,Under Construction
1183,Telangana,Hyderabad,Locality B,Apartment,1,3586,326.96,9117.6,2006,Semi-Furnished,7,9,19,6,5,2,0,None,None,East,Individual,Ready to Move
1184,Delhi,New Delhi,Locality C,Apartment,4,1980,157.42,7950.55,2019,Semi-Furnished,6,6,6,7,6,3,0,None,None,North,Agent,Ready to Move
1185,Karnataka,Mysore,Locality A,Villa,5,1387,99.76,7192.21,2010,Semi-Furnished,8,9,15,8,8,3,2,CCTV,Gym,South,Builder,Ready to Move
1186,Telangana,Hyderabad,Locality A,Villa,1,1086,52.27,4813.27,2001,Unfurnished,11,20,24,2,5,4,0,Guard,Gym,South,Agent,Ready to Move
1187,Karnataka,Bangalore,Locality A,Apartment,1,3335,260.36,7806.88,2012,Fully-Furnished,7,23,13,3,7,2,1,Gated,None,South,Builder,Ready to Move
1188,Tamil Nadu,Coimbatore,Locality A,Villa,1,1958,106.8,5454.5,2022,Unfurnished,6,15,3,3,4,2,2,None,Pool,South,Individual,Under Construction
1189,Maharashtra,Pune,Locality A,Villa,1,1198,88.03,7347.95,2011,Fully-Furnished,1,19,14,4,5,1,1,None,None,West,Agent,Under Construction
1190,Karnataka,Bangalore,Locality C,Apartment,2,2362,200.75,8499.04,2011,Semi-Furnished,12,24,14,4,1,2,0,CCTV,Clubhouse,South,Builder,Ready to Move
1191,Telangana,Hyderabad,Locality B,Villa,4,612,37.65,6151.87,2022,Fully-Furnished,1,24,3,2,2,1,2,None,Clubhouse,South,Individual,Under Construction
1192,Tamil Nadu,Coimbatore,Locality B,Villa,1,1937,166.22,8581.24,2002,Unfurnished,12,18,23,9,5,2,2,Gated,Clubhouse,West,Builder,Under Construction
1193,Karnataka,Mysore,Locality A,Apartment,4,1982,121.35,6122.78,1995,Semi-Furnished,4,18,30,6,6,1,0,None,Pool,North,Agent,Ready to Move
1194,Delhi,New Delhi,Locality A,Villa,5,2267,117.78,5195.45,2014,Semi-Furnished,18,15,11,8,1,2,2,Gated,Gym,South,Individual,Under Construction
1195,Maharashtra,Nagpur,Locality C,Apartment,4,3598,301.2,8371.39,2007,Semi-Furnished,3,5,18,9,6,1,1,Guard,Gym,East,Individual,Under Construction
1196,Maharashtra,Mumbai,Locality C,Apartment,2,3576,315.96,8835.58,2011,Fully-Furnished,10,14,14,8,6,3,2,CCTV,Gym,North,Individual,Ready to Move
1197,Telangana,Hyderabad,Locality C,Independent House,4,687,64.85,9440.01,2004,Semi-Furnished,17,6,21,6,1,2,0,None,None,South,Builder,Ready to Move
1198,Delhi,New Delhi,Locality C,Independent House,5,2095,189.11,9026.95,1997,Fully-Furnished,14,11,28,5,7,3,0,None,Clubhouse,South,Builder,Under Construction
1199,Karnataka,Bangalore,Locality B,Villa,3,1079,80.6,7469.52,2000,Fully-Furnished,18,18,25,3,6,2,0,None,Clubhouse,West,Agent,Ready to Move
1200,Tamil Nadu,Coimbatore,Locality A,Apartment,2,2202,140.28,6370.75,2018,Semi-Furnished,7,20,7,9,1,2,2,CCTV,Clubhouse,East,Builder,Under Construction
